session_id,timestamp,source_ip,destination_service,connection_count,packets_per_second,failed_login_count,successful_login_count,login_frequency,port_scan_count,command_frequency,database_query_count,sensitive_file_access,privilege_escalation_attempt,lateral_movement_score,data_access_volume,session_duration,attacker_sophistication,attack_stage,asset_criticality,detection_confidence,attack_label
SESS-41FD4263,2026-09-06T00:08:42.215247Z,10.0.4.72,SSH:22,49,12.88,5,1,3.5,0,18.75,3,11,5,0.355,8.91,304.9,0.75,S4,0.52,0.96,PRIVILEGE_ESCALATION
SESS-0B852A73,2026-09-05T14:47:41.831691Z,192.168.1.12,HTTPS:443,11,22.4,0,1,0.0,0,1.83,5,0,0,0.069,3.33,890.0,0.47,S0,0.46,0.05,NORMAL
SESS-E815DB5D,2026-09-06T02:03:42.334320Z,10.0.10.147,SMB:445,114,88.56,0,1,0.5,0,5.39,262,49,0,0.447,281.04,697.9,0.53,S6,0.96,0.98,DATA_ACCESS
SESS-FAF783EA,2026-09-06T11:13:41.743439Z,192.168.1.192,API:8080,17,18.24,0,2,0.0,0,0.05,9,0,0,0.132,2.36,70.6,0.43,S0,0.35,0.07,NORMAL
SESS-65871784,2026-09-06T09:12:42.262145Z,10.0.1.52,SMB:445,132,141.21,2,1,6.89,54,21.95,0,14,0,0.898,111.63,1268.4,0.8,S5,0.6,0.91,LATERAL_MOVEMENT
SESS-92FA4EB9,2026-09-05T19:18:42.104872Z,10.0.5.196,PostgreSQL:5432,80,49.34,0,1,0.0,0,10.82,218,11,0,0.484,16.95,508.3,0.92,S6,0.8,0.89,DB_PROBE
SESS-89625590,2026-09-05T14:47:42.315695Z,10.0.3.68,SSH:22,126,67.51,4,2,4.88,52,4.28,5,15,0,0.895,105.76,158.6,0.64,S5,0.75,0.92,LATERAL_MOVEMENT
SESS-4E9B2487,2026-09-06T13:16:42.155926Z,10.0.6.209,PostgreSQL:5432,97,46.65,2,1,1.0,0,4.0,229,6,1,0.299,45.71,1032.0,0.22,S6,0.86,0.95,DB_PROBE
SESS-75B68CEF,2026-09-06T03:31:42.183142Z,10.0.5.96,RDP:3389,44,26.78,1,1,4.0,0,31.9,0,13,2,0.581,12.29,589.8,0.54,S4,0.46,0.89,PRIVILEGE_ESCALATION
SESS-6587ECBD,2026-09-05T20:07:42.371917Z,10.0.2.60,HTTPS:443,169,242.07,0,1,0.2,0,27.76,103,74,0,0.601,2605.2,830.5,0.64,S7,0.77,0.97,EXFILTRATION
SESS-2393BE50,2026-09-05T22:07:41.655717Z,192.168.1.49,HTTPS:443,17,26.44,0,1,0.0,0,0.9,8,0,0,0.021,6.0,758.2,0.05,S0,0.38,0.05,NORMAL
SESS-4E871082,2026-09-06T01:06:42.373290Z,10.0.4.31,HTTPS:443,174,274.62,0,1,0.2,0,21.15,81,60,0,0.122,1607.49,2320.1,0.43,S7,0.72,0.91,EXFILTRATION
SESS-F21C10E2,2026-09-05T23:23:41.821474Z,192.168.1.161,DNS:53,8,28.35,0,1,0.0,0,0.79,3,0,0,0.189,14.19,630.5,0.3,S0,0.36,0.11,NORMAL
SESS-F48E1E67,2026-09-06T05:25:42.082901Z,164.177.3.107,API:8080,65,54.06,41,1,25.15,0,2.21,0,2,0,0.663,13.22,264.4,0.75,S3,0.77,0.85,CREDENTIAL_ATTACK
SESS-6581D443,2026-09-05T19:21:42.240641Z,10.0.4.136,API:8080,43,22.97,2,1,3.5,0,20.14,0,17,1,0.408,15.65,186.4,0.63,S4,0.6,0.83,PRIVILEGE_ESCALATION
SESS-57AE81FF,2026-09-06T02:03:41.684163Z,192.168.1.37,API:8080,10,7.22,0,2,0.0,0,0.21,5,0,0,0.273,2.98,484.0,0.19,S0,0.22,0.1,NORMAL
SESS-D002C4D4,2026-09-06T09:17:42.324155Z,10.0.4.194,PostgreSQL:5432,104,78.03,0,1,0.5,0,10.07,281,53,0,0.594,96.34,588.3,0.88,S6,0.75,0.93,DATA_ACCESS
SESS-38555157,2026-09-05T21:44:42.262415Z,10.0.1.37,RDP:3389,149,162.98,4,2,7.84,38,18.73,0,12,0,0.895,139.89,546.4,0.57,S5,0.62,0.81,LATERAL_MOVEMENT
SESS-7B84DB16,2026-09-05T18:42:41.687620Z,192.168.1.153,API:8080,18,23.58,0,3,0.0,0,0.96,4,0,0,0.07,0.71,639.2,0.39,S0,0.46,0.09,NORMAL
SESS-B0F17361,2026-09-06T05:09:41.953027Z,139.183.108.64,RDP:3389,126,28.69,91,0,56.08,3,0.31,0,0,0,0.392,6.06,148.4,0.19,S2,0.45,0.97,BRUTE_FORCE
SESS-BA4DAD64,2026-09-05T16:49:41.763572Z,192.168.1.87,DNS:53,12,16.6,0,2,0.0,0,3.34,4,0,0,0.206,8.69,183.9,0.06,S0,0.22,0.1,NORMAL
SESS-31CEF4F6,2026-09-06T03:48:42.070366Z,198.92.20.246,SSH:22,71,25.35,37,2,27.36,0,2.55,0,0,0,0.435,20.6,371.1,0.84,S3,0.84,0.93,CREDENTIAL_ATTACK
SESS-A1D736E8,2026-09-05T18:01:42.234371Z,10.0.1.102,SSH:22,49,18.69,2,1,2.62,0,30.18,0,11,2,0.2,24.71,506.6,0.86,S4,0.62,0.92,PRIVILEGE_ESCALATION
SESS-CE4DE259,2026-09-05T23:58:42.053525Z,65.103.148.76,HTTPS:443,62,52.3,50,3,7.31,0,6.09,2,0,0,0.253,21.02,186.1,0.57,S3,0.76,0.94,CREDENTIAL_ATTACK
SESS-9DBD7232,2026-09-06T09:57:41.929825Z,187.81.225.111,SSH:22,111,177.42,0,0,0.0,156,4.6,0,0,0,0.191,5.82,240.2,0.69,S1,0.3,0.95,RECONNAISSANCE
SESS-CC90AB23,2026-09-06T04:09:41.730384Z,192.168.1.153,DNS:53,10,6.09,0,1,0.0,0,0.22,6,0,0,0.033,3.73,456.4,0.49,S0,0.46,0.01,NORMAL
SESS-7885333E,2026-09-06T03:04:42.204623Z,10.0.2.134,SSH:22,58,47.78,1,1,3.4,0,30.52,0,10,3,0.437,6.35,552.7,0.89,S4,0.75,0.85,PRIVILEGE_ESCALATION
SESS-3C73CA06,2026-09-06T07:08:41.661179Z,192.168.1.61,DNS:53,13,12.82,0,1,0.0,0,0.02,9,0,0,0.05,4.48,793.3,0.4,S0,0.13,0.06,NORMAL
SESS-4315D0C9,2026-09-06T09:55:41.765331Z,192.168.1.34,HTTPS:443,16,23.26,0,1,0.0,0,0.68,2,0,0,0.132,7.19,791.7,0.33,S0,0.35,0.13,NORMAL
SESS-6E1AC0B8,2026-09-06T08:16:42.310597Z,10.0.3.59,SMB:445,129,121.45,8,1,6.38,52,26.52,5,11,0,0.957,38.93,232.6,0.6,S5,0.48,0.9,LATERAL_MOVEMENT
SESS-4F977F6C,2026-09-06T09:30:42.184008Z,10.0.1.198,API:8080,49,60.36,3,1,3.17,0,32.88,0,17,3,0.238,22.11,806.1,0.51,S4,0.41,0.93,PRIVILEGE_ESCALATION
SESS-526E89FB,2026-09-06T10:08:41.871236Z,192.168.1.183,API:8080,9,22.92,0,2,0.0,0,0.52,13,0,0,0.051,7.21,562.8,0.62,S0,0.23,0.02,NORMAL
SESS-8CCD289D,2026-09-06T02:34:42.380682Z,10.0.2.55,DNS:53,165,335.67,0,1,0.2,0,19.97,98,65,0,0.412,1590.58,1436.8,0.94,S7,0.81,0.91,EXFILTRATION
SESS-79C03E29,2026-09-05T18:10:41.863955Z,192.168.1.189,API:8080,6,20.46,0,1,0.0,0,0.29,2,0,0,0.161,8.09,457.2,0.44,S0,0.3,0.02,NORMAL
SESS-72F827E1,2026-09-06T07:50:41.939349Z,108.105.233.62,SSH:22,97,101.88,0,0,0.0,142,3.82,0,0,0,0.331,1.29,88.3,0.77,S1,0.5,0.74,RECONNAISSANCE
SESS-81FBB2AB,2026-09-06T01:23:41.911398Z,90.83.246.245,HTTPS:443,94,168.66,1,0,0.7,143,1.84,0,0,0,0.084,5.4,267.5,0.66,S1,0.33,0.8,RECONNAISSANCE
SESS-D80AD79A,2026-09-06T04:49:41.949573Z,126.124.76.68,SSH:22,152,58.93,107,0,65.38,0,0.12,0,0,0,0.074,5.36,77.0,0.56,S2,0.61,0.82,BRUTE_FORCE
SESS-61321473,2026-09-06T06:51:42.327930Z,10.0.4.157,PostgreSQL:5432,102,105.69,1,1,0.5,0,5.83,258,39,0,0.171,375.6,2271.3,0.57,S6,0.9,0.93,DATA_ACCESS
SESS-B247DA92,2026-09-05T15:28:42.364835Z,10.0.3.27,SSH:22,185,350.84,0,1,0.2,0,21.3,85,63,0,0.638,1237.64,450.1,0.53,S7,0.84,0.92,EXFILTRATION
SESS-ADE0927F,2026-09-06T02:28:41.950797Z,100.29.49.73,SSH:22,116,59.37,113,0,20.5,0,1.79,0,0,0,0.109,7.87,569.9,0.34,S2,0.69,0.92,BRUTE_FORCE
SESS-988D6D32,2026-09-05T21:36:41.960505Z,128.182.59.109,SSH:22,124,65.86,96,0,33.29,0,0.69,0,0,0,0.097,2.49,456.9,0.5,S2,0.59,0.84,BRUTE_FORCE
SESS-B4B4B19A,2026-09-06T04:59:42.375482Z,10.0.5.78,DNS:53,176,248.97,0,1,0.2,0,25.7,83,73,0,0.819,831.29,2518.0,0.52,S7,0.74,0.98,EXFILTRATION
SESS-6B17B27F,2026-09-05T23:59:42.066743Z,66.56.146.47,HTTPS:443,65,68.2,42,3,34.39,0,1.2,5,0,0,0.105,2.66,619.0,0.67,S3,0.56,0.87,CREDENTIAL_ATTACK
SESS-8739E2DF,2026-09-06T00:16:41.896113Z,192.168.1.103,DNS:53,11,18.78,0,1,0.0,0,1.19,2,0,0,0.044,3.73,564.1,0.29,S0,0.32,0.09,NORMAL
SESS-05B7109F,2026-09-05T20:26:41.917593Z,99.83.68.13,RDP:3389,111,130.17,0,0,0.0,141,0.16,0,0,0,0.457,7.09,159.0,0.29,S1,0.14,0.94,RECONNAISSANCE
SESS-64686607,2026-09-05T22:56:41.920112Z,95.77.180.219,SSH:22,127,60.41,3,0,2.5,158,0.66,0,0,0,0.184,7.96,234.3,0.51,S1,0.26,0.84,RECONNAISSANCE
SESS-257B4A7D,2026-09-05T17:57:42.316438Z,10.0.5.61,SMB:445,132,201.55,4,2,6.62,45,20.72,12,11,0,0.832,104.99,672.2,0.72,S5,0.7,0.93,LATERAL_MOVEMENT
SESS-D7EED3B4,2026-09-05T19:08:41.903615Z,169.39.152.153,API:8080,93,190.23,0,0,0.0,145,2.52,0,0,0,0.147,2.42,125.7,0.36,S1,0.17,0.88,RECONNAISSANCE
SESS-FE9309E3,2026-09-06T14:24:41.937773Z,172.178.214.91,RDP:3389,108,199.96,0,0,0.0,149,1.27,0,0,0,0.193,7.76,217.0,0.3,S1,0.37,0.79,RECONNAISSANCE
SESS-52D56CA8,2026-09-06T14:16:42.014576Z,101.134.192.32,HTTPS:443,69,60.29,42,1,21.97,0,2.13,0,0,0,0.097,6.9,676.1,0.55,S3,0.68,0.82,CREDENTIAL_ATTACK
SESS-D0AB6772,2026-09-05T19:19:41.830155Z,192.168.1.117,DNS:53,15,14.63,0,1,0.0,0,2.18,3,0,0,0.12,1.54,412.8,0.32,S0,0.28,0.08,NORMAL
SESS-C2E6255B,2026-09-05T14:54:42.319761Z,10.0.1.21,SMB:445,132,151.42,4,2,3.59,44,24.52,12,13,0,0.808,151.9,214.5,0.84,S5,0.74,0.89,LATERAL_MOVEMENT
SESS-5E89A707,2026-09-06T08:44:41.947352Z,184.187.225.79,HTTPS:443,127,39.17,117,0,23.71,3,0.77,0,0,0,0.268,2.68,307.2,0.66,S2,0.49,0.81,BRUTE_FORCE
SESS-7EA444AB,2026-09-05T15:58:41.916419Z,148.134.131.72,SSH:22,102,177.56,1,0,0.25,149,0.26,0,0,0,0.254,6.99,295.1,0.4,S1,0.45,0.82,RECONNAISSANCE
SESS-A8388265,2026-09-06T12:44:42.378205Z,10.0.5.27,DNS:53,170,202.48,0,1,0.2,0,31.96,83,57,0,0.522,1515.77,2989.2,0.76,S7,0.78,0.96,EXFILTRATION
SESS-ECCD0F7C,2026-09-06T10:41:41.675506Z,192.168.1.152,DNS:53,7,23.84,0,1,0.0,0,0.6,6,0,0,0.302,1.3,71.6,0.23,S0,0.33,0.06,NORMAL
SESS-75892001,2026-09-05T18:26:42.369895Z,10.0.4.58,DNS:53,184,212.37,0,1,0.2,0,45.39,70,61,0,0.569,1948.55,2824.5,0.79,S7,0.73,0.88,EXFILTRATION
SESS-6268CF97,2026-09-06T03:14:42.003316Z,136.152.156.158,SSH:22,137,59.98,103,0,32.39,0,0.16,0,0,0,0.15,10.45,112.5,0.39,S2,0.62,0.85,BRUTE_FORCE
SESS-B250014D,2026-09-06T07:51:41.924710Z,120.155.213.214,API:8080,118,123.94,3,0,2.49,167,0.19,0,0,0,0.246,0.88,194.0,0.27,S1,0.13,0.84,RECONNAISSANCE
SESS-BCBE4EC9,2026-09-06T10:43:41.970536Z,137.89.124.158,HTTPS:443,140,127.11,106,0,14.42,0,0.68,0,0,0,0.189,2.41,598.6,0.34,S2,0.58,0.93,BRUTE_FORCE
SESS-5E484BFB,2026-09-06T12:07:41.938955Z,71.139.197.200,RDP:3389,110,165.47,1,0,0.38,153,2.77,0,0,0,0.37,4.05,166.6,0.59,S1,0.37,0.71,RECONNAISSANCE
SESS-A26B7FB9,2026-09-06T00:15:41.883233Z,192.168.1.63,DNS:53,10,27.0,0,1,0.0,0,0.48,4,0,0,0.058,8.5,439.0,0.53,S0,0.15,0.15,NORMAL
SESS-2BE0E454,2026-09-05T18:58:42.370716Z,10.0.2.50,HTTPS:443,183,124.59,0,1,0.2,0,29.18,91,59,0,0.471,1878.04,443.7,0.81,S7,0.72,0.88,EXFILTRATION
SESS-B4144E0E,2026-09-05T22:31:41.913496Z,179.95.17.239,API:8080,92,112.4,0,0,0.0,169,0.49,0,0,0,0.37,1.61,34.2,0.44,S1,0.46,0.73,RECONNAISSANCE
SESS-C9484487,2026-09-06T00:11:41.753584Z,192.168.1.52,API:8080,13,10.31,0,1,0.0,0,4.04,5,0,0,0.156,13.91,793.0,0.12,S0,0.12,0.04,NORMAL
SESS-1662941D,2026-09-05T22:30:42.305996Z,10.0.5.89,SMB:445,155,80.23,8,4,3.31,48,11.6,5,12,0,0.795,25.93,897.0,0.27,S5,0.53,0.88,LATERAL_MOVEMENT
SESS-4E4AF9F4,2026-09-05T21:20:42.374065Z,10.0.4.19,SSH:22,169,193.04,0,1,0.2,0,9.98,107,64,0,0.685,1747.92,2727.7,0.49,S7,0.77,0.95,EXFILTRATION
SESS-B0562780,2026-09-05T23:53:41.835142Z,192.168.1.179,HTTPS:443,9,31.23,0,2,0.0,0,0.26,6,0,0,0.037,2.55,193.6,0.25,S0,0.3,0.08,NORMAL
SESS-F7264C12,2026-09-06T02:17:42.332782Z,10.0.9.110,PostgreSQL:5432,118,111.36,0,1,0.5,0,11.23,277,50,0,0.57,168.83,1263.2,0.45,S6,0.75,0.92,DATA_ACCESS
SESS-9A5F8EF5,2026-09-05T22:51:41.833537Z,192.168.1.231,DNS:53,13,31.02,0,1,0.0,0,2.22,4,0,0,0.179,7.53,289.7,0.16,S0,0.21,0.07,NORMAL
SESS-0F864CE1,2026-09-05T19:48:41.685782Z,192.168.1.63,API:8080,13,8.77,0,1,0.0,0,0.68,6,0,0,0.075,7.29,390.8,0.16,S0,0.42,0.14,NORMAL
SESS-B8A8905D,2026-09-05T17:24:42.215455Z,10.0.4.38,RDP:3389,49,17.09,1,1,3.25,0,21.65,0,12,4,0.637,14.44,149.2,0.58,S4,0.8,0.95,PRIVILEGE_ESCALATION
SESS-735E462E,2026-09-05T18:10:41.919490Z,185.198.84.117,HTTPS:443,105,64.89,0,0,0.0,148,1.31,0,0,0,0.695,0.8,54.2,0.31,S1,0.47,0.86,RECONNAISSANCE
SESS-4B1AB2E8,2026-09-06T11:58:42.320307Z,10.0.1.56,SMB:445,134,133.92,4,4,6.32,52,14.96,5,8,2,0.78,31.34,833.1,0.58,S5,0.83,0.9,LATERAL_MOVEMENT
SESS-EE1ACF81,2026-09-05T15:09:41.673301Z,192.168.1.131,API:8080,9,16.91,0,2,0.0,0,0.71,5,0,0,0.084,8.56,763.4,0.17,S0,0.49,0.07,NORMAL
SESS-DDBF95E5,2026-09-06T09:04:42.165980Z,10.0.3.244,MySQL:3306,90,65.6,0,1,0.0,0,13.16,232,5,0,0.255,45.26,823.7,0.61,S6,0.95,0.84,DB_PROBE
SESS-FB00942D,2026-09-06T00:52:42.331020Z,10.0.9.144,SMB:445,96,20.39,0,1,0.5,0,7.4,290,51,0,0.186,262.69,2318.1,0.55,S6,0.91,0.89,DATA_ACCESS
SESS-EA8CDF95,2026-09-05T19:46:42.314400Z,10.0.5.91,SSH:22,153,123.05,2,2,2.26,52,11.2,0,17,0,0.741,148.36,333.9,0.91,S5,0.77,0.87,LATERAL_MOVEMENT
SESS-732F7F7E,2026-09-05T21:14:41.937044Z,83.111.59.59,SSH:22,97,207.41,1,0,0.35,152,0.98,0,0,0,0.111,3.29,212.1,0.38,S1,0.14,0.72,RECONNAISSANCE
SESS-4B7BB7F7,2026-09-05T22:33:41.925975Z,132.83.130.44,HTTPS:443,101,234.4,0,0,0.0,147,1.38,0,0,0,0.099,1.42,181.5,0.2,S1,0.25,0.72,RECONNAISSANCE
SESS-B7C841F4,2026-09-06T11:49:42.372079Z,10.0.5.14,SSH:22,169,146.04,0,1,0.2,0,22.74,100,65,0,0.359,1128.73,1105.2,0.86,S7,0.78,0.97,EXFILTRATION
SESS-6F798291,2026-09-06T02:43:41.976725Z,117.31.238.141,SSH:22,121,166.19,110,0,34.96,0,1.29,0,0,0,0.002,4.53,341.6,0.43,S2,0.67,0.93,BRUTE_FORCE
SESS-86083FBE,2026-09-06T14:12:42.082400Z,71.237.98.53,SSH:22,63,29.53,44,2,12.76,0,3.44,0,1,0,0.419,12.66,625.6,0.62,S3,0.41,0.79,CREDENTIAL_ATTACK
SESS-DBA18937,2026-09-05T15:00:42.328230Z,10.0.10.82,MySQL:3306,99,50.98,0,1,0.5,0,9.85,253,45,0,0.231,414.58,1295.5,0.65,S6,0.83,0.89,DATA_ACCESS
SESS-3A7B2180,2026-09-06T11:18:42.273249Z,10.0.4.61,RDP:3389,126,80.47,4,1,2.5,52,3.52,0,13,0,0.814,78.44,839.3,0.63,S5,0.49,0.87,LATERAL_MOVEMENT
SESS-F7BECE5F,2026-09-05T20:11:41.780213Z,192.168.1.144,DNS:53,13,7.19,0,1,0.0,0,0.53,3,0,0,0.22,7.1,440.6,0.07,S0,0.4,0.11,NORMAL
SESS-1BCBC80B,2026-09-05T16:27:42.372132Z,10.0.3.67,DNS:53,190,218.47,0,1,0.2,0,18.43,83,62,0,0.25,2384.49,3599.6,0.85,S7,0.91,0.92,EXFILTRATION
SESS-8461C101,2026-09-05T15:30:42.335741Z,10.0.8.62,MySQL:3306,92,64.79,0,1,0.5,0,18.01,266,51,0,0.509,209.01,2078.3,0.86,S6,0.76,0.85,DATA_ACCESS
SESS-217B1FEC,2026-09-05T16:32:42.139700Z,10.0.1.233,API:8080,87,21.98,0,1,0.0,0,18.01,210,6,0,0.276,17.0,497.7,0.8,S6,0.86,0.85,DB_PROBE
SESS-29057C52,2026-09-06T05:03:41.906588Z,109.59.9.7,HTTPS:443,108,256.47,0,0,0.0,147,0.45,0,0,0,0.13,5.78,154.2,0.49,S1,0.32,0.85,RECONNAISSANCE
SESS-20D3C0BE,2026-09-05T15:38:42.015332Z,129.134.83.158,API:8080,67,80.74,37,1,30.5,0,0.45,0,1,0,0.228,24.25,590.3,0.44,S3,0.4,0.91,CREDENTIAL_ATTACK
SESS-1896D9DE,2026-09-05T22:58:42.223735Z,10.0.5.124,API:8080,53,5.57,2,1,2.43,0,54.04,3,15,8,0.372,7.29,242.1,0.49,S4,0.78,0.9,PRIVILEGE_ESCALATION
SESS-87149310,2026-09-06T04:14:42.344117Z,10.0.5.68,API:8080,105,59.83,0,1,0.5,0,9.41,309,49,0,0.223,127.75,791.6,0.95,S6,0.77,0.87,DATA_ACCESS
SESS-F6144791,2026-09-05T23:44:42.179073Z,10.0.5.134,PostgreSQL:5432,89,130.12,2,1,1.0,0,6.33,229,7,0,0.032,50.03,164.9,0.44,S6,0.79,0.91,DB_PROBE
SESS-4DCAD76A,2026-09-06T00:03:41.689076Z,192.168.1.38,DNS:53,12,11.7,0,2,0.0,0,0.47,5,0,0,0.144,5.03,230.9,0.63,S0,0.13,0.13,NORMAL
SESS-B298B8EC,2026-09-05T17:35:42.135066Z,10.0.1.229,MySQL:3306,107,20.84,0,1,0.0,0,12.03,229,11,0,0.114,46.47,375.8,0.41,S6,0.71,0.84,DB_PROBE
SESS-55933F22,2026-09-06T13:47:42.156025Z,10.0.4.181,API:8080,89,15.38,2,1,1.0,0,5.46,209,10,0,0.35,34.64,787.3,0.33,S6,0.79,0.9,DB_PROBE
SESS-D8E1EE4B,2026-09-05T18:02:41.932137Z,98.11.51.252,API:8080,111,66.97,0,0,0.0,161,0.29,0,0,0,0.15,5.47,248.2,0.44,S1,0.42,0.83,RECONNAISSANCE
SESS-9BB33566,2026-09-05T16:34:41.867608Z,192.168.1.12,HTTPS:443,10,9.42,0,1,0.0,0,0.28,6,0,0,0.113,0.67,889.7,0.36,S0,0.17,0.13,NORMAL
SESS-E161BD97,2026-09-05T16:31:41.855224Z,192.168.1.212,HTTPS:443,19,54.92,0,2,0.0,0,1.63,6,0,0,0.068,11.15,331.6,0.31,S0,0.36,0.02,NORMAL
SESS-BB4F7B3F,2026-09-06T03:53:41.898558Z,62.152.137.243,HTTPS:443,88,119.69,0,0,0.0,160,3.2,0,0,0,0.047,2.39,219.4,0.17,S1,0.25,0.79,RECONNAISSANCE
SESS-BA377B9A,2026-09-06T10:11:41.989270Z,196.143.52.51,RDP:3389,126,72.09,104,0,35.91,1,0.43,0,0,0,0.095,5.11,385.8,0.66,S2,0.67,0.96,BRUTE_FORCE
SESS-066172C2,2026-09-05T15:11:41.653664Z,192.168.1.61,API:8080,12,13.49,0,1,0.0,0,0.7,3,0,0,0.03,0.06,326.9,0.39,S0,0.25,0.06,NORMAL
SESS-07E1E036,2026-09-06T05:20:42.287692Z,10.0.5.79,SMB:445,155,58.0,2,4,4.47,46,6.49,0,14,1,0.741,55.31,1175.4,0.9,S5,0.74,0.91,LATERAL_MOVEMENT
SESS-EF48B685,2026-09-06T09:21:41.758267Z,192.168.1.192,API:8080,6,8.83,0,1,0.0,0,1.41,5,0,0,0.071,8.99,884.0,0.13,S0,0.46,0.11,NORMAL
SESS-20F83DC2,2026-09-05T17:21:42.228016Z,10.0.4.128,API:8080,49,20.06,1,1,1.68,0,13.83,0,21,6,0.494,7.11,787.8,0.61,S4,0.45,0.94,PRIVILEGE_ESCALATION
SESS-17FBCA3C,2026-09-05T19:11:42.333907Z,10.0.6.208,API:8080,101,68.26,0,1,0.5,0,8.51,295,43,0,0.263,215.3,1959.3,0.77,S6,0.86,0.92,DATA_ACCESS
SESS-4FE19C9E,2026-09-06T08:26:42.364156Z,10.0.2.25,SSH:22,191,129.47,0,1,0.2,0,16.02,84,68,0,0.099,2319.58,862.0,0.89,S7,0.77,0.9,EXFILTRATION
SESS-1546DE3E,2026-09-06T06:50:41.800986Z,192.168.1.27,API:8080,13,0.64,0,1,0.0,0,0.61,11,0,0,0.116,14.65,509.9,0.16,S0,0.21,0.05,NORMAL
SESS-BD281961,2026-09-06T04:45:42.196062Z,10.0.3.126,SSH:22,49,14.65,5,1,2.45,0,21.56,3,16,3,0.411,15.69,788.9,0.51,S4,0.64,0.87,PRIVILEGE_ESCALATION
SESS-9BA200B1,2026-09-06T10:26:41.685725Z,192.168.1.211,API:8080,16,24.19,0,1,0.0,0,0.17,4,0,0,0.178,7.63,887.8,0.43,S0,0.38,0.04,NORMAL
SESS-395EE858,2026-09-06T12:07:42.225330Z,10.0.3.174,SSH:22,53,32.61,1,1,2.03,0,34.85,0,11,4,0.347,33.13,118.5,0.9,S4,0.72,0.83,PRIVILEGE_ESCALATION
SESS-0B2A5DF4,2026-09-05T19:51:42.362440Z,10.0.5.17,HTTPS:443,171,163.87,0,1,0.2,0,25.58,86,78,0,0.331,1602.02,598.8,0.9,S7,0.95,0.99,EXFILTRATION
SESS-FCBCA04A,2026-09-05T22:27:42.095400Z,10.0.3.206,MySQL:3306,84,98.62,2,1,1.0,0,9.15,226,8,1,0.129,51.65,498.5,0.39,S6,0.83,0.85,DB_PROBE
SESS-61EFAA87,2026-09-05T17:44:41.879121Z,192.168.1.53,API:8080,14,16.84,0,1,0.0,0,0.23,6,0,0,0.038,4.25,316.2,0.23,S0,0.35,0.03,NORMAL
SESS-117783FD,2026-09-05T16:41:41.788177Z,192.168.1.117,DNS:53,11,22.53,0,2,0.0,0,0.04,5,0,0,0.113,5.56,89.9,0.27,S0,0.23,0.03,NORMAL
SESS-ED3EF377,2026-09-06T07:40:42.177837Z,10.0.2.163,PostgreSQL:5432,79,35.34,0,1,0.0,0,1.6,214,7,0,0.075,123.94,1185.0,0.68,S6,0.91,0.92,DB_PROBE
SESS-6BDEEF58,2026-09-06T09:41:41.944862Z,141.119.174.216,SSH:22,106,89.01,0,0,0.0,139,0.08,0,0,0,0.07,5.83,73.2,0.42,S1,0.47,0.83,RECONNAISSANCE
SESS-77A46D8D,2026-09-05T16:41:42.248426Z,10.0.4.76,RDP:3389,136,75.63,2,2,2.95,44,15.0,0,9,0,0.921,163.11,627.4,0.81,S5,0.57,0.88,LATERAL_MOVEMENT
SESS-E36EAD69,2026-09-06T10:54:42.375202Z,10.0.4.14,HTTPS:443,196,480.56,0,1,0.2,0,15.72,92,61,0,0.611,2094.49,1932.4,0.88,S7,0.94,0.91,EXFILTRATION
SESS-CD6A6D11,2026-09-05T16:31:42.334772Z,10.0.9.199,PostgreSQL:5432,124,161.77,0,1,0.5,0,1.39,268,48,0,0.162,136.25,680.9,0.72,S6,0.97,0.93,DATA_ACCESS
SESS-E02A9079,2026-09-06T14:28:41.938605Z,81.124.17.212,API:8080,124,58.67,1,0,0.29,168,0.68,0,0,0,0.277,3.66,161.5,0.42,S1,0.22,0.87,RECONNAISSANCE
SESS-CAD9AC08,2026-09-05T16:48:41.954650Z,113.254.211.54,HTTPS:443,124,59.91,101,0,24.45,0,0.66,0,0,0,0.278,7.9,568.4,0.34,S2,0.65,0.9,BRUTE_FORCE
SESS-6591E5FA,2026-09-05T17:09:42.060705Z,72.204.51.251,HTTPS:443,74,48.65,40,3,18.45,0,8.49,5,2,0,0.138,14.81,497.1,0.52,S3,0.54,0.92,CREDENTIAL_ATTACK
SESS-BA4D9425,2026-09-05T16:54:42.383437Z,10.0.1.69,HTTPS:443,155,175.31,0,1,0.2,0,8.16,90,68,0,0.846,1850.53,423.6,0.85,S7,0.84,0.92,EXFILTRATION
SESS-53C90CF9,2026-09-06T05:36:41.994909Z,131.179.139.129,SSH:22,138,92.7,115,0,30.02,0,2.61,0,0,0,0.027,11.04,292.8,0.21,S2,0.68,0.85,BRUTE_FORCE
SESS-376C3D65,2026-09-06T09:56:42.052229Z,90.165.106.110,API:8080,65,20.75,43,3,30.38,0,1.87,0,0,0,0.234,7.93,724.9,0.64,S3,0.54,0.86,CREDENTIAL_ATTACK
SESS-3200689D,2026-09-06T00:26:41.934730Z,129.51.27.117,HTTPS:443,101,163.79,0,0,0.0,148,0.58,0,0,0,0.157,5.76,299.7,0.46,S1,0.13,0.92,RECONNAISSANCE
SESS-1E85A4CC,2026-09-06T05:44:41.881099Z,192.168.1.73,DNS:53,16,1.2,0,1,0.0,0,2.12,7,0,0,0.015,1.06,346.7,0.57,S0,0.12,0.09,NORMAL
